left_out_region,observed_log_or,observed_or,predicted_log_or,predicted_or,predicted_or_ci_low,predicted_or_ci_high,residual_log_or
Po,0.28438163198510186,1.32894,0.4539442708481125,1.5745102489091551,1.1464553773333843,2.1623890235363805,-0.16956263886301065
Chao Phraya,1.2702856878510969,3.56187,1.194918907887244,3.30328988888414,1.7061969834951358,6.39534836572714,0.07536677996385288
Indus,1.2206529145771343,3.3894,1.4017502197861977,4.062303672773591,2.1087912029734444,7.8254836735667155,-0.18109730520906342
Rhone,0.4648528869181676,1.59178,0.3404891602294079,1.4056350031630456,1.217842559797606,1.6223852140998718,0.12436372668875972
Brantas,0.46480891002487673,1.59171,0.2837069314909697,1.3280436659378478,0.7495986049339626,2.3528592062854954,0.18110197853390703
Rhine,-0.2105370976152089,0.810149,0.8925835390305285,2.4414290376397685,0.25047674807646414,23.796922435335336,-1.1031206366457373
