left_out_region,observed_log_or,predicted_log_or,abs_log_error,observed_or,predicted_or
Po,0.28438163198510186,0.45248759889467416,0.1681059669095723,1.32894,1.5722183736496331
Chao Phraya,1.2702856878510969,1.1949084997378054,0.07537718811329142,3.56187,3.303255507928259
Indus,1.2206529145771343,2.3125961711294534,1.091943256552319,3.3894,10.10061356618667
Rhone,0.4648528869181676,0.31912831226931315,0.14572457464885447,1.59178,1.3759278620062445
Brantas,0.46480891002487673,-0.6265533723761973,1.091362282401074,1.59171,0.5344306136513781
Rhine,-0.2105370976152089,0.8835570707797111,1.09409416839492,0.810149,2.4194907176749507
