scheme,pooled_or,ci_low,ci_high
benchmark_summary_only,1.770236788348802,1.2118630603494314,2.5858848159955397
hybrid_with_chao_cell_level,1.9646318688752513,1.1205998964252646,3.444385808452268
blocked_equal_area_proxy,1.770236788348802,1.2118630603494314,2.5858848159955397
