term,beta,se,z,or,or_ci_low,or_ci_high
intercept,-1.182076754899755,1.027136766060941,-1.1508465025869996,0.30664125814959275,0.04095567820548208,2.295868737121268
cell_level,0.5999980832814716,0.36600924360446974,1.6392976236683887,1.8221153079049905,0.8892471846125314,3.7336122652424883
signal_code,0.6461674603843347,0.1858253280558361,3.4772841094631444,1.9082134930228842,1.3257121906261538,2.746658558849614
anchor_code,0.15694483206933615,0.22026153758182093,0.7125385293882078,1.1699310694444174,0.7597485303366163,1.8015680881211062
log1p_n_cells,0.11065788541525505,0.12353573531688954,0.8957560752068972,1.1170126951437318,0.876803688690048,1.4230293248154142
