threshold,strong_threshold,population_hidden_fraction,builtup_hidden_fraction,odds_ratio
0.2,3.0,0.11068231211445263,0.2225504856906366,1.4601565158217078
0.2,5.0,0.1195360936985355,0.23086361622735665,4.959196247286984
0.2,10.0,0.2698237425762316,0.3499554175035065,2.1560682820575936
0.3,3.0,0.17036458992433637,0.3256671519510685,0.4683057583880211
0.3,5.0,0.1827346453014734,0.3372475031097977,5.779728413225441
0.3,10.0,0.3876948119545281,0.4957872444227929,2.489011377728277
0.4,3.0,0.2396196522221371,0.4198381088592196,0.6739755832225311
0.4,5.0,0.2562835966465403,0.4339331819068386,6.600636499334673
0.4,10.0,0.4848889315629831,0.599890974371754,2.693973347671164
