row,col,lon_center,lat_center,vlm_mm_yr,observable_count,observable_fraction,any_observable,majority_observable,not_majority_observable,strong_sub_5mm,population_weighted,population_cover_fraction,builtup_m2_weighted,builtup_cover_fraction
79,49,100.16958293894999,14.653750129757798,-11.602695769490644,28,1.0,1,1,0,1,164.99199335703833,1.0000000000001505,41687.95546361293,1.0000000000001505
79,50,100.17791627224999,14.653750129757798,-8.87640134863897,28,1.0,1,1,0,1,125.78401325978011,1.0000000000001505,24509.03676383327,1.0000000000001505
79,51,100.18624960554997,14.653750129757798,-8.28501899426383,28,1.0,1,1,0,1,84.60128734229913,1.0000000000001505,16540.037055092584,1.0000000000001505
79,52,100.19458293884998,14.653750129757798,-7.987678671592996,28,1.0,1,1,0,1,30.5183132165459,1.0000000000001505,6915.031441708415,1.0000000000001505
79,53,100.20291627214998,14.653750129757798,-8.685827347533362,28,1.0,1,1,0,1,106.23311633701931,1.0000000000001505,21898.97013858399,1.0000000000001505
79,54,100.21124960544998,14.653750129757798,-6.852268801870402,28,1.0,1,1,0,1,290.2777902048687,1.0000000000001505,70890.82091369106,1.0000000000001505
79,55,100.21958293874998,14.653750129757798,-6.89702193732768,28,1.0,1,1,0,1,369.5281438367992,1.0000000000001505,90822.81916834843,1.0000000000001505
79,56,100.22791627204998,14.653750129757798,-7.625546596221151,28,1.0,1,1,0,1,127.21399905493016,1.0000000000018558,10499.246351197527,1.000000000001856
79,57,100.23624960534998,14.653750129757798,-7.210601394427294,28,1.0,1,1,0,1,144.7174840058968,1.0000000000001505,41195.88867600162,1.0000000000001505
79,60,100.26124960524999,14.653750129757798,-7.109806944317123,28,1.0,1,1,0,1,67.52285718541877,1.0000000000001505,15038.999912375539,1.0000000000001505
80,28,99.99458293964999,14.645416796457962,-12.141602095155665,28,1.0,1,1,0,1,107.02733841344408,1.0000000000001505,26988.068163532946,1.0000000000001503
80,29,100.00291627294997,14.645416796457962,-12.604584095643379,28,1.0,1,1,0,1,125.1532562133441,1.0000000000001503,33698.017545281895,1.0000000000001505
80,30,100.01124960624998,14.645416796457962,-12.473669454873074,28,1.0,1,1,0,1,159.30403361907136,1.0000000000001505,39667.08716436408,1.0000000000001503
80,31,100.01958293954998,14.645416796457962,-14.335022198092343,28,1.0,1,1,0,1,88.31087258674535,1.0000000000001503,24518.16539022249,1.0000000000001505
80,32,100.02791627284998,14.645416796457962,-14.139562936906122,28,1.0,1,1,0,1,111.56203718901222,1.0000000000001505,25673.030573637057,1.0000000000001505
80,33,100.03624960614998,14.645416796457962,-12.42937760507953,28,1.0,1,1,0,1,116.11193064342456,1.0000000000001503,25844.005996342843,1.0000000000001505
80,34,100.04458293944998,14.645416796457962,-11.924458645763806,28,1.0,1,1,0,1,164.82094576033444,1.0000000000001505,56771.87871854436,1.0000000000001503
80,35,100.05291627274998,14.645416796457962,-12.50294790974898,28,1.0,1,1,0,1,51.988112050993095,1.0000000000018556,5936.146374638641,1.0000000000018556
80,36,100.06124960604998,14.645416796457962,-10.295342757581798,28,1.0,1,1,0,1,105.60771049647919,1.0000000000001505,23072.925733184362,1.0000000000001505
80,37,100.06958293934998,14.645416796457962,-10.459794875375305,28,1.0,1,1,0,1,112.93847954791836,1.0000000000001505,30980.99372307235,1.0000000000001505
80,38,100.07791627264999,14.645416796457962,-10.86645743440467,28,1.0,1,1,0,1,67.78227065377055,1.0000000000001505,15046.032872669799,1.0000000000001503
80,39,100.08624960594999,14.645416796457962,-10.549461206925095,28,1.0,1,1,0,1,92.71450277907682,1.0000000000001503,20877.03717551749,1.0000000000001505
80,40,100.09458293924997,14.645416796457962,-10.928404648199884,28,1.0,1,1,0,1,131.36582689296537,1.0000000000001505,23796.975535247075,1.0000000000001503
80,41,100.10291627254998,14.645416796457962,-11.74353080639033,28,1.0,1,1,0,1,142.69205284696417,1.0000000000001505,33701.92506370349,1.0000000000001505
80,42,100.11124960584998,14.645416796457962,-10.058720898727929,28,1.0,1,1,0,1,105.90676182912073,1.0000000000001505,30036.95813682459,1.0000000000001503
