frame_id,coherence_threshold,n_pairs,valid_vlm_cells,covered_vlm_cells,strong_sub_5mm_cells,strong_sub_5mm_fraction,strong_sub_5mm_mean_vlm_mm_yr,strong_sub_5mm_mean_observability,strong_sub_5mm_never_observable_fraction,strong_sub_5mm_not_majority_fraction,strong_sub_5mm_not_stable75_fraction,strong_sub_5mm_obs_lt_0p25_fraction,strong_vs_nonstrong_not_majority_odds_ratio,total_population_vlm_grid,strong_sub_5mm_population,strong_sub_5mm_population_fraction,strong_sub_5mm_population_never_observable,strong_sub_5mm_population_not_majority,strong_sub_5mm_population_not_stable75,strong_sub_5mm_population_never_observable_fraction,strong_sub_5mm_population_not_majority_fraction,strong_sub_5mm_population_not_stable75_fraction,total_builtup_km2_vlm_grid,strong_sub_5mm_builtup_km2,strong_sub_5mm_builtup_fraction,strong_sub_5mm_builtup_never_observable_km2,strong_sub_5mm_builtup_not_majority_km2,strong_sub_5mm_builtup_not_stable75_km2,strong_sub_5mm_builtup_never_observable_fraction,strong_sub_5mm_builtup_not_majority_fraction,strong_sub_5mm_builtup_not_stable75_fraction,population_any_observable,population_majority_observable,population_not_majority_observable,population_never_observable,population_obs_lt_0p25,population_any_observable_fraction,population_majority_observable_fraction,population_not_majority_observable_fraction,population_never_observable_fraction,population_obs_lt_0p25_fraction,builtup_any_observable_km2,builtup_majority_observable_km2,builtup_not_majority_observable_km2,builtup_never_observable_km2,builtup_obs_lt_0p25_km2,builtup_any_observable_fraction,builtup_majority_observable_fraction,builtup_not_majority_observable_fraction,builtup_never_observable_fraction,builtup_obs_lt_0p25_fraction,population_weighted_mean_observability,builtup_weighted_mean_observability,mean_pop_cover_fraction,mean_built_cover_fraction
062D_07629_131313,0.3,28,18077,18077,17808,0.9851192122586713,-10.600826401120502,0.9979363207547169,0.0,0.0,0.00011230907457322552,0.0,0.01513322289917736,22499201.138261523,20644645.92674763,0.9175723973434734,0.0,0.0,1529.9112592786505,0.0,0.0,7.410692654682277e-05,1253.6228578288358,1200.2231319405846,0.9574036756311746,0.0,0.0,0.17529474074086285,0.0,0.0,0.0001460517932673377,22499201.138261523,22499201.138261523,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1253.6228578288358,1253.6228578288358,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9993335536877114,0.9985624939997975,1.0000000000003448,1.0000000000003448
