term,n_success,n_failed,odds_ratio_boot_mean,odds_ratio_boot_q025,odds_ratio_boot_q50,odds_ratio_boot_q975
strong_sub_5mm,200,0,6.336132019336844,3.601849636047457,5.9319607411083215,11.282198405501044
row_z,200,0,0.5664616540601817,0.524857852146073,0.5674748316971252,0.6132703998644282
col_z,200,0,0.8380312570752549,0.7676489588216922,0.8394946479878267,0.9070259242075184
