left_out_block,n_cells_left_out,converged,strong_beta,strong_odds_ratio,strong_ci_low,strong_ci_high
200016,25,True,1.793297580530886,6.009235768816368,4.543317745235717,7.948137583616998
200017,15,True,1.794408848840832,6.015917353922542,4.548082883841875,7.957476267155178
200018,24,True,1.79607279353624,6.025935840483873,4.555224195063309,7.971485309763865
200019,23,True,1.794257580043136,6.015007402162764,4.547415076787892,7.9562374309646575
200020,24,True,1.7946189622158373,6.017181511425076,4.548963490550307,7.959279826415078
200021,24,True,1.7936422696224,6.011307443855596,4.544755724722291,7.951102187513453
200022,25,True,1.7930608981227507,6.007813656724648,4.542237133180086,7.9462660965605245
200023,25,True,1.7948919604980191,6.018824415886116,4.550142707712738,7.961562895128847
200024,25,True,1.7934427893718978,6.010108426334985,4.543868908359044,7.949481823705943
200025,9,True,1.7947250835008282,6.017820096342218,4.54943143923081,7.96015044861587
210004,7,True,1.7950287801892637,6.019647965921998,4.550747182807305,7.962683967707291
210005,25,True,1.7961852433869252,6.0266134941696885,4.5556333366744095,7.972562215602202
210006,25,True,1.79444050235278,6.016107781848223,4.548242243097235,7.957701219134685
210007,24,True,1.7944694402544479,6.016281877902612,4.5483654762503525,7.95794617283457
210008,25,True,1.795265062560971,6.0210704706700096,4.551734790209118,7.964719229854074
210009,24,True,1.7965858212137364,6.029028105493805,4.557365280071402,7.975919783253521
210010,17,True,1.7948134945546075,6.018352161678273,4.549820749482118,7.960876864456766
210011,25,True,1.7938611915403126,6.012623594872264,4.54575115934374,7.952842385423006
210012,25,True,1.7933901942661563,6.009792332359354,4.543733855146219,7.948881917275724
210013,17,True,1.7938794742783872,6.012733523099482,4.545822677057083,7.9530080665639495
210014,16,True,1.79392380455146,6.013000075126594,4.5460073637839855,7.953390087203226
210015,21,True,1.7944476782031313,6.016150952692256,4.548242638916652,7.957814733956461
210016,25,True,1.7941392258541782,6.014295542966696,4.5469082656127595,7.955240960480301
210017,25,True,1.794991341380785,6.019422601693404,4.550571866904746,7.962394511620585
210018,23,True,1.79511209330641,6.020149502450159,4.551092298557024,7.963406948117026
210019,25,True,1.7949288368539214,6.019046372289836,4.550300548159687,7.961873913235855
210020,22,True,1.7964804692896463,6.028392969239499,4.557009156162653,7.974862578985584
210021,24,True,1.793120165811573,6.008169736506866,4.542479849389958,7.946783426573672
210022,25,True,1.7952698048792146,6.021099024570055,4.551782367399071,7.964711521213196
210023,25,True,1.7934089842406087,6.009905257264668,4.543710437795407,7.949221609910137
210024,25,True,1.7942923620889875,6.015216620064516,4.547533390321821,7.956583906190908
210025,22,True,1.7949664140011798,6.019272555131349,4.550464702634898,7.962185064742495
210026,17,True,1.7971997206503108,6.032730458770877,4.560210521034119,7.980736113018059
210027,13,True,1.7868652563085978,5.970706465354211,4.497387459536753,7.92667654636423
210028,2,True,1.8068361947680833,6.091145716210535,4.599111361251203,8.067222822370674
220004,14,True,1.7942126258679503,6.014737008543971,4.547284609217054,7.95575038532224
220005,24,True,1.7944674517209114,6.016269914336228,4.548351530765532,7.957938922995953
220006,24,True,1.7956795008978625,6.02356635026055,4.553503985020308,7.96822659985646
220007,25,True,1.7939280375387334,6.013025528133257,4.546053395436167,7.953376886923529
220008,16,True,1.794441561718219,6.0161141551082595,4.548236827330133,7.957727554952334
220009,24,True,1.794353278841036,6.01558305868489,4.547852215517389,7.956995482936948
220010,24,True,1.793475130913258,6.010302805648481,4.544097515912778,7.949596083509615
220011,21,True,1.7944899845828732,6.016405479643065,4.548428771785193,7.95816241424228
220012,25,True,1.7937695073036841,6.012072357338116,4.545337849866944,7.952107241253182
220013,15,True,1.7944049580286188,6.015893947163363,4.548064883714869,7.95744583880165
220014,20,True,1.7944698943722308,6.0162846100038205,4.548335325276899,7.958006153903188
220015,19,True,1.7945103918963987,6.0165282595687835,4.548508788359061,7.958347225981494
220016,21,True,1.7934799254812197,6.010331622522835,4.544063425611877,7.949731953363684
220017,23,True,1.7954594979893124,6.022241293907118,4.552603863507616,7.966296055922899
220018,25,True,1.795720316139724,6.023812208595354,4.553731013414073,7.96847978449598
220019,25,True,1.7987535063399618,6.042111315060056,4.566902902521029,7.993843951318525
220020,25,True,1.7978743321790094,6.0368015813466105,4.563082772776052,7.986480883049608
220021,21,True,1.7950501628386268,6.019776683319898,4.550839424227185,7.9628630982064905
220022,24,True,1.7934635294037837,6.010233077468015,4.543934268443004,7.949697225234794
220023,25,True,1.7937863876898157,6.012173844297526,4.545327633531862,7.952393589275441
220024,25,True,1.7937451240768214,6.011925765401112,4.545141203407166,7.95206348740051
220025,25,True,1.7699217245073866,5.870393835428723,4.434443564218217,7.771329882538496
220026,25,True,1.7802544907585172,5.931365704290497,4.481329924752388,7.850593397221785
220027,25,True,1.7503897506409427,5.756845973221941,4.3381213134007215,7.639545592472542
220028,13,True,1.7876643467488564,5.975479506604099,4.516028584130279,7.906583111391466
230004,17,True,1.7944134428020486,6.0159449908770295,4.5481273460047404,7.957471587740522
230005,25,True,1.7951343961896584,6.020283770638928,4.5511894685999,7.963592139829829
230006,14,True,1.7945666135292457,6.016866528120524,4.548771367960472,7.958782688488754
230007,22,True,1.794056846795825,6.0138001113700845,4.546590252683657,7.954486718517844
230008,25,True,1.7934354224301632,6.0100641503794785,4.543927520619304,7.949262158731263
230009,18,True,1.7938480014347953,6.012544288255644,4.545687401010583,7.952744135067154
230010,23,True,1.7943233000348566,6.0154027213894805,4.547710007472987,7.9567672171354715
230011,24,True,1.7942187555975027,6.01477387736816,4.547259634084527,7.9558916154023
230012,25,True,1.7937046985668927,6.011682735148736,4.545042529835488,7.951593207510323
230013,22,True,1.794286519020768,6.015181472846134,4.547542502823309,7.956474981554937
230014,16,True,1.7946725622623774,6.017504041277859,4.549209480769543,7.9597026779848425
230015,25,True,1.7965048453807195,6.028539919686573,4.5571279625867165,7.975043461940758
230016,22,True,1.795867195854582,6.024697049395902,4.554371269134124,7.969700402554239
230017,24,True,1.7944421264915638,6.016117552850133,4.548189872206942,7.9578186985735995
230018,24,True,1.7952520549670439,6.020992151539693,4.551706295257097,7.964561888950901
230019,25,True,1.79815547521513,6.038499024672653,4.564325871987198,7.988796482468781
230020,25,True,1.7998226346841908,6.048574561930542,4.571637406846359,8.002658779640786
230021,25,True,1.7984911445160432,6.040526303647452,4.56584967074295,7.9914935129959
230022,25,True,1.796761493276665,6.030087330333933,4.558295057504591,7.977095109626348
230023,25,True,1.793263638281886,6.009031805301113,4.543031337294841,7.948099089851586
230024,25,True,1.7936634145433399,6.011434553820103,4.544761673275159,7.951428037989969
230025,25,True,1.7953646011983035,6.021669829649136,4.552208013186493,7.9654768482173814
230026,25,True,1.7984230605117737,6.0401150544287106,4.565633442890209,7.990783825965955
230027,25,True,1.7935340298149427,6.010656816307843,4.544170315854283,7.95040521200976
230028,14,True,1.7936581265806253,6.0114027656623685,4.544723442593053,7.951410832249618
240004,20,True,1.7942095876740725,6.014718734634575,4.547247944976235,7.955766189686676
240005,24,True,1.7951095290575882,6.020134065308683,4.551083132928923,7.963382145684059
240006,25,True,1.7946271092418746,6.017230533759214,4.549022814228315,7.959305717956985
240007,23,True,1.793551137287855,6.0107596443360745,4.544412706129385,7.950253165441813
240008,20,True,1.7937131759478675,6.0117336986896,4.5451004910006265,7.951626622011943
240009,21,True,1.7940143801113368,6.013544730640804,4.546383755015259,7.954172409560794
240010,24,True,1.7937856809967014,6.01216959553717,4.54538944402502,7.95227420898252
240011,25,True,1.794072749830496,6.013895749802228,4.546622572022474,7.954683177803597
240012,25,True,1.7936484792955827,6.011344772226122,4.544782157413202,7.951154691017878
240013,25,True,1.7932068749985526,6.008690722606768,4.542867148889114,7.947484048431705
240014,25,True,1.7943864154587097,6.015782398063489,4.5479528683639066,7.95734672463074
240015,25,True,1.794757690014712,6.0180163196758025,4.5495580258474035,7.9604480738848435
240016,23,True,1.7940553467646203,6.013791090489024,4.5465108845749524,7.9546017150745785
240017,24,True,1.7935253762345413,6.01060480283087,4.5442062106855365,7.950204814839018
240018,20,True,1.7934040923785552,6.009875857709105,4.543671909789344,7.949211241959873
240019,23,True,1.793950717434504,6.013161904471995,4.546035750124432,7.953768530835592
240020,25,True,1.7958292017472022,6.024468150757704,4.554227489350421,7.969346411518558
240021,25,True,1.7978809278136454,6.036841398015519,4.563216155874857,7.986352787140116
240022,25,True,1.7936522316944858,6.011367329231974,4.544713801747787,7.95133395485989
240023,25,True,1.793193789261691,6.00861209497554,4.542698733347048,7.947570690272354
240024,20,True,1.7935972279996755,6.011036690911252,4.544459172894673,7.950904766620672
240025,25,True,1.7960707236807643,6.025923367680487,4.555316728748339,7.971290383387918
