term,n_success,n_failed,odds_ratio_boot_mean,odds_ratio_boot_q025,odds_ratio_boot_q50,odds_ratio_boot_q975
strong_sub_5mm,200,0,1.94295890939863,0.7193034756648555,1.4638350250851073,7.2319756386317495
log1p_population_weighted_z,200,0,2.4900402271313773,0.49914717011755916,1.9059525249067022,6.860185101604751
log1p_builtup_m2_weighted_z,200,0,59.894029897291155,1.2215510090703492,13.121472344442417,503.5278816684556
row_z,200,0,1.0718477041455845,1.0270258338005058,1.0693164697527542,1.126467485216888
col_z,200,0,1.172351611764131,1.121529459641903,1.1736830036624424,1.221557996908574
strong_x_log1p_population_weighted_z,200,0,1.2200210181205369,0.29896274386012384,1.038617905720399,3.8109240672175546
strong_x_log1p_builtup_m2_weighted_z,200,0,0.9206299926609389,0.010170911315604946,0.39864194016490984,4.600725558278301
