term,beta,std_error,z,odds_ratio,odds_ratio_ci_low,odds_ratio_ci_high
intercept,-0.8412005925394564,0.14160398707523666,-5.940514881777389,0.43119252600958563,0.32668972648158406,0.5691240936436615
strong_sub_5mm,1.7949869711913393,0.1427212225839932,12.576874964302995,6.0193962957337614,4.55057398213639,7.962321216472721
row_z,-0.566585522962503,0.018096213342597506,-31.30961777670864,0.5674597127119447,0.5476854785176881,0.5879478974367642
col_z,-0.17231734801385054,0.016630037115373624,-10.361813796227304,0.8417120151434678,0.8147188286723313,0.8695995372924148
