key,size,size_mb,download_url
151_Niigata_039A_05193_040711_TS_GEOCml1.zip,125144319,119.347,https://zenodo.org/api/records/4243151/files/151_Niigata_039A_05193_040711_TS_GEOCml1.zip/content
